,sign,count,geometry
4259,Yield,3.0,POINT (-114.08804734172462 51.181353206009064)
4276,Stop,3.0,POINT (-114.01755736168954 51.06530871340319)
4283,Yield,4.0,POINT (-114.07726979942268 50.895569202740056)
4285,Stop,2.0,POINT (-114.23404471199562 51.02849350710868)
4286,Yield,1.0,POINT (-114.0236954327705 51.03989756986229)
4290,Yield,1.0,POINT (-114.0531482530869 51.15136735947928)
4299,Stop,1.0,POINT (-114.10035551069758 51.01068548133503)
4304,Stop,0.0,POINT (-114.2343285016492 51.0875890551351)
4310,Yield,3.0,POINT (-114.10210596775337 50.897217342022074)
4327,Stop,1.0,POINT (-114.11303128380261 51.0583136093268)
4343,Stop,4.0,POINT (-114.1634035036695 50.89209070615989)
4352,Stop,2.0,POINT (-114.08080320010946 51.116414157347336)
4373,Yield,3.0,POINT (-114.13092460044344 50.95395169203852)
4378,Stop,3.0,POINT (-114.11276630073613 51.07689546818777)
4385,Stop,2.0,POINT (-114.1415003070073 51.088857347345666)
4418,Stop,3.0,POINT (-114.08455215223418 50.9562285576794)
4423,Yield,3.0,POINT (-113.98773880146207 50.88953148237222)
4428,Yield,3.0,POINT (-114.06154452114595 50.91945601464271)
4429,Yield,3.0,POINT (-114.13261565376837 50.96962638326552)
4431,Yield,3.0,POINT (-114.0512075966547 51.160459657641574)
4441,Stop,3.0,POINT (-114.07424996310255 51.05916609286721)
4450,Stop,3.0,POINT (-113.91169906131127 51.023386617206405)
4451,Stop,2.0,POINT (-114.11455510534036 51.014630494971456)
4455,Stop,3.0,POINT (-114.21114246847435 51.14753298567039)
4474,Stop,4.0,POINT (-114.08951559228574 50.92137020184258)
4479,Stop,3.0,POINT (-114.06387127993005 51.07051509762354)
4486,Yield,1.0,POINT (-114.06934574755053 50.91317804086981)
4488,Stop,3.0,POINT (-114.0556113124186 51.06248344638638)
4499,Stop,3.0,POINT (-114.210789633649 51.024733660037434)
4505,Stop,1.0,POINT (-114.1142150608728 51.071811763356685)
4507,Stop,3.0,POINT (-114.08456257546513 51.056716556730805)
4508,Stop,0.0,POINT (-113.90375775432985 50.9215520379497)
4509,Stop,3.0,POINT (-114.05106357253857 50.999090819373436)
4514,Stop,3.0,POINT (-114.24071519961446 51.1171802227904)
4522,Stop,4.0,POINT (-114.11462995438245 50.97512410816469)
4525,Yield,1.0,POINT (-114.07026611263814 50.92468870559608)
4541,Stop,3.0,POINT (-114.08895008507092 51.05720052494414)
4546,Stop,1.0,POINT (-114.09952812075544 51.07316764330981)
4551,Stop,1.0,POINT (-114.06728957676138 51.06885516277617)
4553,Yield,1.0,POINT (-113.9527902518705 51.08171867213464)
4588,Stop,2.0,POINT (-113.98740447341429 50.93200751818658)
4591,Yield,2.0,POINT (-113.98138821930209 50.92021204877705)
4595,Yield,3.0,POINT (-113.92918916940829 51.06396261092994)
4602,Stop,1.0,POINT (-114.10291181243136 51.052094148720506)
4614,Stop,1.0,POINT (-114.02898762983759 51.03904337109722)
4617,Yield,3.0,POINT (-114.13583027312235 50.95582965813422)
4622,Stop,0.0,POINT (-114.06080450531284 51.0395147503611)
4627,Yield,3.0,POINT (-114.11645888890806 51.09002478008424)
4632,Stop,4.0,POINT (-113.98670801089283 51.03948342974712)
4642,Yield,3.0,POINT (-113.93366452053128 51.03981149953227)
4647,Stop,1.0,POINT (-114.06407922369007 51.06982251751767)
4649,Stop,1.0,POINT (-114.1103899451998 51.07693302702267)
4657,Stop,0.0,POINT (-113.93292363832283 51.12075941479171)
4660,Stop,2.0,POINT (-114.04835421108794 51.090142270423875)
4678,Stop,1.0,POINT (-114.10767536130558 51.06505854893155)
4689,Stop,3.0,POINT (-114.05609177190935 50.916207819965265)
4693,Stop,1.0,POINT (-114.07946296815294 51.05709619254036)
4706,Stop,1.0,POINT (-114.15828382275694 51.02534370749119)
4737,Stop,2.0,POINT (-114.08345437076011 51.02015236193706)
4760,Yield,4.0,POINT (-113.964178943505 51.10580435211654)
4763,Yield,1.0,POINT (-114.04435028476075 50.90682932097418)
4792,Yield,1.0,POINT (-114.0847463489082 50.91028939777544)
4796,Stop,3.0,POINT (-113.98953966547225 50.935510274084976)
4807,Yield,3.0,POINT (-114.11898064751261 51.09257590735937)
4820,Stop,4.0,POINT (-114.04284024011346 51.06327219275584)
4823,Stop,1.0,POINT (-114.08586629697658 51.02957826023903)
4837,Stop,1.0,POINT (-114.19934835974735 51.06718505476904)
4839,Yield,1.0,POINT (-114.06265119889372 51.052147114375195)
4843,Yield,1.0,POINT (-114.10935081550505 50.94736432348248)
4873,Yield,1.0,POINT (-113.91882316171125 50.89522352855839)
4879,Stop,4.0,POINT (-113.96978926977276 51.036294796741906)
4889,Stop,1.0,POINT (-114.19910034455765 51.06712461261856)
4914,Stop,4.0,POINT (-114.04261079012763 51.06315206268921)
4925,Yield,1.0,POINT (-113.95800002410625 51.09972463878388)
4930,Stop,3.0,POINT (-114.07380887194046 51.078774742711765)
4933,Yield,3.0,POINT (-114.07677824002614 50.8966501594574)
4935,Yield,3.0,POINT (-114.12621515720902 50.96335616169332)
4939,Yield,4.0,POINT (-113.92697974028677 51.08981665863038)
4943,Stop,3.0,POINT (-114.11389420381975 51.16144102060399)
4991,Yield,1.0,POINT (-114.09376030602424 50.908890224812865)
5000,Stop,2.0,POINT (-114.16440687892757 51.096342813223636)
5028,Yield,1.0,POINT (-114.00437643147056 50.95312834987548)
5029,Stop,1.0,POINT (-114.07411199801285 51.074385569001954)
5033,Stop,4.0,POINT (-114.06774658017807 50.939569256432556)
5036,Yield,1.0,POINT (-113.9919210131667 50.89655600254445)
5054,Yield,1.0,POINT (-114.14687420630122 51.17026936434101)
5068,Stop,3.0,POINT (-114.21409163387773 51.015396677554)
5074,Stop,2.0,POINT (-114.1295527010956 51.14916950904178)
5078,Yield,1.0,POINT (-114.04306332786862 51.05977337142353)
5088,Yield,3.0,POINT (-114.13234289152369 50.94674417027227)
5089,Yield,3.0,POINT (-114.21390691371877 51.04179635765636)
5092,Stop,3.0,POINT (-114.03224646017603 51.03943803816772)
5098,Stop,2.0,POINT (-114.06945079886837 50.98968323573727)
5099,Yield,3.0,POINT (-114.10649830488745 51.07708087644145)
5127,Stop,3.0,POINT (-114.16962663328009 51.12963889062065)
5136,Yield,1.0,POINT (-114.07640024915769 50.93430824781636)
5145,Yield,3.0,POINT (-113.97395187763175 51.07654940755979)
5169,Stop,0.0,POINT (-114.08582399858102 51.056880988813916)
5171,Stop,2.0,POINT (-114.08649082659092 51.098766697459624)
5184,Stop,3.0,POINT (-114.23188404163811 51.14241816735305)
5186,Yield,3.0,POINT (-113.97724359343977 50.95261903410355)
5189,Stop,5.0,POINT (-113.97345042555648 51.019211667279365)
5191,Stop,2.0,POINT (-114.08973835530242 51.034455895411845)
5204,Stop,3.0,POINT (-114.10264804700654 51.054495401670025)
5214,Yield,4.0,POINT (-113.93957133917164 51.13205062040351)
5235,Stop,3.0,POINT (-113.988594420008 51.04725453685254)
5237,Stop,3.0,POINT (-114.1843099730208 51.02340912751507)
5245,Stop,2.0,POINT (-114.05229505889635 51.074325530152166)
5249,Stop,3.0,POINT (-114.14526115115457 51.03265755028047)
5261,Stop,1.0,POINT (-113.9949484104656 51.08902889359714)
5274,Yield,0.0,POINT (-114.02089604442827 51.048850867330245)
5278,Yield,1.0,POINT (-113.94457704339419 51.11401083153997)
5279,Stop,3.0,POINT (-114.18334267321703 51.130449973956345)
5282,Yield,3.0,POINT (-114.1244879180686 50.91867643919844)
5284,Stop,1.0,POINT (-114.13715626808832 51.03620191051676)
5308,Yield,3.0,POINT (-114.02739991970424 50.93722935408131)
5309,Stop,3.0,POINT (-114.09011374661677 50.939757124316465)
5316,Yield,3.0,POINT (-114.12817506328582 51.10026876118879)
5321,Stop,0.0,POINT (-114.08600375479656 51.04619675326368)
5325,Stop,1.0,POINT (-114.13558164186117 51.02246067060435)
5336,Stop,2.0,POINT (-113.96459156743924 50.99677560828358)
5339,Yield,1.0,POINT (-114.2146440751549 51.11965436857627)
5346,Yield,3.0,POINT (-114.05261263499175 51.06964715210879)
5350,Stop,3.0,POINT (-114.10150623913985 51.03771726642206)
5351,Stop,1.0,POINT (-114.06664679772058 51.030545974596365)
5356,Yield,3.0,POINT (-114.06133385327621 51.144058774121795)
5388,Yield,3.0,POINT (-114.13874529104073 51.08427203192795)
5412,Stop,3.0,POINT (-113.98913953305697 50.94219082054899)
5414,Yield,3.0,POINT (-113.94690775388379 50.893719797650725)
5416,Stop,1.0,POINT (-114.10196300455608 51.02481072621523)
5429,Yield,3.0,POINT (-114.12191847987692 51.06193059149019)
5435,Yield,1.0,POINT (-114.11816816795647 50.97189562868152)
5442,Yield,1.0,POINT (-114.11558021130998 51.07947022104309)
5447,Stop,3.0,POINT (-114.14101567101793 50.93580432395279)
5465,Stop,0.0,POINT (-113.91175758057294 51.09596241640797)
5469,Stop,1.0,POINT (-114.06760381345538 51.06964962479167)
5484,Yield,1.0,POINT (-114.12921750798965 51.02499060207857)
5515,Stop,6.0,POINT (-114.10518831219215 51.03920754258474)
5534,Stop,3.0,POINT (-114.19333336710552 51.06490558867072)
5543,Stop,3.0,POINT (-114.11557964996908 51.07599654496317)
5548,Yield,3.0,POINT (-114.07622449535428 51.14621953542313)
5554,Stop,1.0,POINT (-114.04924089335373 51.006130912740716)
5558,Stop,1.0,POINT (-114.11559381845684 51.07509657766222)
5560,Stop,3.0,POINT (-114.10610105600999 51.075539469391835)
5561,Yield,1.0,POINT (-114.04382562798192 50.98736648413867)
5573,Stop,4.0,POINT (-114.07976550051984 51.05705442253384)
5580,Yield,3.0,POINT (-114.21904769711931 51.12367213344241)
5586,Stop,1.0,POINT (-114.11946630022088 51.036393007496066)
5595,Yield,0.0,POINT (-114.11598059994986 50.99975064016985)
5611,Stop,2.0,POINT (-114.15257984109661 51.04491163256852)
5613,Yield,3.0,POINT (-114.02872005371155 51.09332803425946)
5641,Yield,3.0,POINT (-114.05007211001747 50.90253167283851)
5642,Yield,1.0,POINT (-114.11353873253374 51.07930370537108)
5654,Yield,3.0,POINT (-113.99653646067874 50.94601645384807)
5655,Yield,1.0,POINT (-114.11942692672544 51.0162864104479)
5658,Yield,1.0,POINT (-114.10768386242843 51.06433948961935)
5660,Yield,3.0,POINT (-114.03256824863922 50.90690701114206)
5674,Stop,1.0,POINT (-114.10782234982227 51.07330136201888)
5677,Stop,1.0,POINT (-113.97265256470945 51.084501102128286)
5686,Stop,3.0,POINT (-114.16750429627038 51.11229622602833)
5694,Stop,3.0,POINT (-113.95870810457923 51.033505964808164)
5695,Yield,3.0,POINT (-113.94194074766108 51.08904861313782)
5696,Yield,1.0,POINT (-113.97755642577374 51.15392736787888)
5697,Stop,3.0,POINT (-114.06389858065872 50.932350917118306)
5698,Stop,5.0,POINT (-114.10588465108337 50.91465112780379)
5729,Yield,4.0,POINT (-114.06554104948032 51.171496105125634)
5739,Stop,3.0,POINT (-114.1460062543855 51.12902711109588)
5760,Stop,3.0,POINT (-114.02346842103609 51.017120749620865)
5774,Stop,3.0,POINT (-114.16615437770912 51.10948016892504)
5778,Yield,3.0,POINT (-114.19473701729733 51.11576482987191)
5798,Yield,3.0,POINT (-114.22827565871496 51.149427545907955)
5800,Yield,3.0,POINT (-114.13554886731778 50.96637607246472)
5803,Yield,1.0,POINT (-114.1215430373581 50.94148241866294)
5806,Stop,1.0,POINT (-114.11118102183896 51.06810156649359)
5814,Yield,3.0,POINT (-113.9390255694833 50.91847472767994)
5816,Yield,3.0,POINT (-114.02327155252338 50.93417583973154)
5854,Yield,3.0,POINT (-114.12460351009575 50.91219070890692)
5857,Yield,1.0,POINT (-114.0766111459595 50.87933135759977)
5868,Yield,2.0,POINT (-114.00621954816573 50.995692268256185)
5882,Stop,3.0,POINT (-114.10646221183364 51.03455545107697)
5883,Stop,2.0,POINT (-114.18786852141035 51.02323304524776)
5884,Yield,1.0,POINT (-113.96482725607689 50.93477831647324)
5890,Stop,4.0,POINT (-113.9562868393483 50.98490217721838)
5891,Stop,3.0,POINT (-114.16711889230713 51.03045700700443)
5896,Stop,4.0,POINT (-114.1000269360985 50.91422460135065)
5903,Stop,1.0,POINT (-114.08943753578353 50.92123821222263)
5932,Stop,2.0,POINT (-114.0503908077441 51.12138271584515)
5933,Stop,4.0,POINT (-114.04242357614324 51.06333897011272)
5936,Yield,1.0,POINT (-114.10090161898171 50.963929577886866)
5939,Stop,1.0,POINT (-114.12977304008675 51.02845193986469)
5946,Yield,1.0,POINT (-113.99093606886736 50.90186509214039)
5953,Yield,3.0,POINT (-114.18915092292194 51.08268982927228)
5958,Stop,3.0,POINT (-114.1105054947026 51.076628512673615)
5963,Stop,4.0,POINT (-114.03601956765725 51.03971589330734)
5980,Yield,1.0,POINT (-114.16598172014132 51.10468144789632)
5985,Yield,4.0,POINT (-113.99059323071742 50.91265680545397)
5986,Yield,1.0,POINT (-114.1400654476174 50.94894978637301)
5991,Stop,1.0,POINT (-114.09853086986149 50.90280235366932)
6005,Stop,0.0,POINT (-114.12348664833057 50.92151931369354)
6015,Yield,3.0,POINT (-114.1300248627648 51.17573147339461)
6046,Stop,1.0,POINT (-114.09910793889199 50.96066006455399)
6049,Stop,1.0,POINT (-113.98527488069229 51.02558857057055)
6050,Yield,1.0,POINT (-114.0734586086288 50.91305260189617)
6053,Stop,3.0,POINT (-113.98316639003228 51.03062725606141)
6060,Stop,2.0,POINT (-114.08138299518868 50.9861390259207)
6069,Stop,1.0,POINT (-114.13740553131333 51.09294337567513)
6075,Stop,3.0,POINT (-113.93765895098231 50.9174746449521)
6076,Stop,1.0,POINT (-114.11127944114553 51.07414490730289)
6080,Stop,1.0,POINT (-114.1244215784247 51.08730244984472)
6086,Yield,3.0,POINT (-113.95244195134201 50.921383784021565)
6089,Stop,4.0,POINT (-114.23426539953064 51.02900477541483)
6095,Stop,3.0,POINT (-114.22335713585906 51.12066739337958)
6105,Stop,4.0,POINT (-114.10031492645086 50.9140206836464)
6109,Stop,3.0,POINT (-114.07576947500075 50.90862312934762)
6110,Stop,3.0,POINT (-113.89753535943758 50.96589514007839)
6113,Yield,3.0,POINT (-113.96344661948646 51.08051520020662)
6127,Yield,3.0,POINT (-114.13369700187008 50.95985420642639)
6140,Stop,4.0,POINT (-114.00476255224433 51.054639271112684)
6142,Yield,3.0,POINT (-113.97270344991877 50.92225814025146)
6148,Stop,3.0,POINT (-114.11075627035106 51.06807520375999)
6149,Yield,1.0,POINT (-114.09147452497238 50.95622930803724)
6154,Yield,1.0,POINT (-114.06253928866755 50.96612043180013)
6156,Yield,3.0,POINT (-114.11516021004208 51.06327199416211)
6157,Stop,2.0,POINT (-113.95795705676768 50.9506414775003)
6161,Stop,1.0,POINT (-114.09385923815701 50.894075624522856)
6165,Stop,4.0,POINT (-114.07565586632144 51.05916519138108)
6167,Yield,1.0,POINT (-114.06677212304653 51.14623234306406)
6195,Stop,3.0,POINT (-114.1972885848038 51.09398073614411)
6198,Yield,3.0,POINT (-114.07881926427558 50.971984053216225)
6199,Stop,4.0,POINT (-114.13132313603583 51.025561862282935)
6229,Stop,2.0,POINT (-114.18350840041428 51.128562154485294)
6241,Stop,3.0,POINT (-114.05088445561283 51.063399110969314)
6243,Stop,1.0,POINT (-114.11348462913114 51.03465225128608)
6262,Stop,3.0,POINT (-114.14667276396959 51.036067065778475)
6266,Yield,3.0,POINT (-114.08817627141163 50.96040738784705)
6268,Stop,3.0,POINT (-113.96338375821837 51.02533761222816)
6276,Yield,1.0,POINT (-114.02255662547942 50.88533494891052)
6281,Yield,3.0,POINT (-114.09702307562945 51.06971853985859)
6292,Stop,0.0,POINT (-113.95847647664301 51.1544122936028)
6293,Stop,0.0,POINT (-114.13800377811604 51.02322471502984)
6294,Stop,3.0,POINT (-114.05064467784334 51.064235759219436)
6298,Yield,1.0,POINT (-114.07133070656303 50.98626143345083)
6304,Yield,3.0,POINT (-114.252379255271 51.13899724771782)
6307,Stop,3.0,POINT (-114.06944677658403 51.000242321802915)
6324,Stop,3.0,POINT (-113.94690775388379 50.893719797650725)
6344,Yield,3.0,POINT (-114.00258306489508 50.92147212079465)
6357,Stop,3.0,POINT (-113.98768130781336 51.01929146738621)
6363,Stop,4.0,POINT (-114.04835482227149 51.063175486165754)
6375,Yield,1.0,POINT (-114.05100910273084 50.89154421081445)
6382,Stop,3.0,POINT (-114.20486447366062 51.06122135375779)
6387,Stop,3.0,POINT (-114.05319583319586 51.06142111696684)
6408,Stop,4.0,POINT (-114.08979929990133 51.0345206017776)
6412,Stop,4.0,POINT (-114.07976550051984 51.05705442253384)
6427,Yield,3.0,POINT (-113.9413861105048 50.888695847844616)
6429,Stop,3.0,POINT (-114.07284121525188 51.059174182673075)
6437,Stop,3.0,POINT (-114.12819601104214 51.034812700824716)
6449,Stop,4.0,POINT (-114.08457771138565 51.05441531363223)
6450,Yield,3.0,POINT (-114.11336504203561 51.02157530967562)
6463,Yield,0.0,POINT (-114.11695177605215 51.00849748081433)
6467,Stop,3.0,POINT (-114.10465058142591 50.90134290505442)
6503,Stop,1.0,POINT (-114.07768018477977 51.05817317208862)
6509,Stop,3.0,POINT (-114.10529280000229 51.054622747492324)
6517,Stop,0.0,POINT (-114.1154972788253 51.052608242476)
6518,Stop,3.0,POINT (-114.09978334825222 51.068824000530064)
6522,Stop,2.0,POINT (-114.1762759145579 51.016071638911185)
6525,Yield,1.0,POINT (-113.9469460200791 51.11425060038519)
6526,Yield,3.0,POINT (-113.94718619460427 51.05083213715508)
6537,Yield,0.0,POINT (-113.90795224274015 50.95062499737344)
6544,Stop,1.0,POINT (-114.07874857225805 51.01485285870826)
6558,Yield,3.0,POINT (-114.07596162925923 51.058016096940726)
6561,Stop,2.0,POINT (-114.04851313792147 51.063227102384914)
6570,Stop,3.0,POINT (-114.12892826799539 51.06700494727543)
6578,Yield,3.0,POINT (-114.185455862338 51.05565668039922)
6589,Stop,3.0,POINT (-114.07453902056655 50.98591307951581)
6610,Stop,4.0,POINT (-114.14120717576563 51.088956552156304)
6614,Stop,4.0,POINT (-114.11809356189576 51.08066328398458)
6626,Stop,3.0,POINT (-113.8828187350116 50.90700218508213)
6627,Yield,1.0,POINT (-113.94698929663825 51.053815442823804)
6640,Yield,3.0,POINT (-114.24093869029609 51.11080014034994)
6647,Yield,0.0,POINT (-113.98135446974369 51.09659568317676)
6651,Yield,0.0,POINT (-114.08581798053505 51.04625493472061)
6668,Yield,3.0,POINT (-114.05545330860546 51.121888318395)
6677,Yield,3.0,POINT (-114.12234392855734 51.16705217734318)
6684,Stop,4.0,POINT (-114.04816651491741 51.08994887954939)
6687,Stop,3.0,POINT (-113.93592779811615 51.12985861208568)
6694,Yield,3.0,POINT (-114.2529233700604 51.14501310370662)
6695,Stop,3.0,POINT (-114.0387519502503 51.06101869460241)
6700,Yield,3.0,POINT (-114.14445470658586 51.063372535869206)
6703,Yield,4.0,POINT (-114.13598979936744 50.94198477757699)
6706,Stop,3.0,POINT (-114.11072696148297 51.07316513386477)
6715,Yield,3.0,POINT (-114.11265573789059 50.94113755472548)
6730,Stop,1.0,POINT (-114.2023869189668 51.09508631235603)
6735,Yield,3.0,POINT (-114.07731221236904 50.976624190085786)
6746,Stop,2.0,POINT (-114.20867323338638 51.08469478023834)
6749,Stop,1.0,POINT (-114.02231233175497 51.0169990342676)
6761,Stop,3.0,POINT (-114.15597278515624 51.03858011871181)
6781,Stop,2.0,POINT (-114.21241053992713 51.08650564970799)
6802,Stop,2.0,POINT (-114.18755275103985 51.023481621742064)
6811,Yield,3.0,POINT (-114.14752229744074 51.11497887010057)
6816,Stop,4.0,POINT (-113.95289026754232 51.114139677237155)
6824,Yield,1.0,POINT (-114.11879822456012 51.093915414060326)
6830,Yield,1.0,POINT (-114.03835245071492 50.886578825172734)
6842,Yield,1.0,POINT (-114.08570818170125 50.97518039317181)
6910,Stop,2.0,POINT (-114.07191446234214 50.99931477221528)
6911,Stop,2.0,POINT (-114.14043100223533 50.89234235618489)
6912,Yield,2.0,POINT (-114.10116794275092 51.08621687518881)
6914,Yield,4.0,POINT (-114.18226743403189 51.01335612136653)
6921,Yield,1.0,POINT (-114.13610117079236 51.072180161182814)
6924,Stop,2.0,POINT (-114.15080630181517 51.125408049258134)
6928,Stop,4.0,POINT (-114.06576960319195 50.94637423863597)
6941,Stop,3.0,POINT (-114.06705359891626 51.01967103932002)
6943,Stop,3.0,POINT (-114.00456389693497 50.992364995176516)
6948,Stop,1.0,POINT (-114.0814572958404 51.07066588478829)
6952,Stop,3.0,POINT (-114.1176613375669 51.07521236361192)
6955,Yield,0.0,POINT (-113.97517438942836 50.95238023976725)
6990,Yield,3.0,POINT (-114.14634647509297 51.18007046723174)
7017,Yield,2.0,POINT (-114.04151871570723 51.03022848914)
7026,Stop,1.0,POINT (-114.10033149047936 51.00977329186281)
7027,Stop,1.0,POINT (-114.10222608588731 51.05451476854264)
